0,Phase,,First Quarter,Full Moon,Last Quarter,New Moon
851,Motor Vehicle Theft,2017-04-01,57.0,53.0,62.0,46.0
852,Motor Vehicle Theft,2017-05-01,76.0,54.0,72.0,47.0
853,Motor Vehicle Theft,2017-06-01,64.0,71.0,71.0,60.0
854,Motor Vehicle Theft,2017-07-01,92.0,75.0,91.0,66.0
855,Motor Vehicle Theft,2017-08-01,59.0,81.0,64.0,71.0
856,Motor Vehicle Theft,2017-09-01,97.0,68.0,51.0,78.0
857,Motor Vehicle Theft,2017-10-01,84.0,86.0,83.0,93.0
858,Motor Vehicle Theft,2017-11-01,57.0,63.0,41.0,66.0
859,Motor Vehicle Theft,2017-12-01,64.0,79.0,49.0,76.0
860,Motor Vehicle Theft,2018-01-01,69.0,68.0,60.0,64.0
861,Motor Vehicle Theft,2018-02-01,59.0,25.0,62.0,43.0
862,Motor Vehicle Theft,2018-03-01,60.0,55.0,31.0,37.0
863,Robbery,2008-01-01,38.0,42.0,53.0,57.0
864,Robbery,2008-02-01,41.0,35.0,51.0,52.0
865,Robbery,2008-03-01,50.0,53.0,62.0,74.0
866,Robbery,2008-04-01,34.0,72.0,74.0,52.0
867,Robbery,2008-05-01,47.0,55.0,55.0,46.0
868,Robbery,2008-06-01,47.0,46.0,77.0,48.0
869,Robbery,2008-07-01,64.0,74.0,58.0,41.0
870,Robbery,2008-08-01,51.0,78.0,72.0,40.0
871,Robbery,2008-09-01,50.0,78.0,55.0,22.0
872,Robbery,2008-10-01,59.0,50.0,41.0,50.0
873,Robbery,2008-11-01,75.0,40.0,49.0,63.0
874,Robbery,2008-12-01,73.0,49.0,46.0,41.0
875,Robbery,2009-01-01,67.0,55.0,45.0,44.0
876,Robbery,2009-02-01,25.0,42.0,47.0,54.0
877,Robbery,2009-03-01,53.0,45.0,61.0,50.0
878,Robbery,2009-04-01,72.0,54.0,62.0,81.0
879,Robbery,2009-05-01,69.0,72.0,82.0,64.0
880,Robbery,2009-06-01,50.0,71.0,77.0,39.0
881,Robbery,2009-07-01,63.0,76.0,65.0,70.0
882,Robbery,2009-08-01,50.0,66.0,55.0,49.0
883,Robbery,2009-09-01,47.0,50.0,51.0,51.0
884,Robbery,2009-10-01,88.0,67.0,43.0,56.0
885,Robbery,2009-11-01,61.0,74.0,57.0,52.0
886,Robbery,2009-12-01,55.0,59.0,53.0,43.0
887,Robbery,2010-01-01,40.0,26.0,33.0,69.0
888,Robbery,2010-02-01,40.0,14.0,21.0,35.0
889,Robbery,2010-03-01,45.0,35.0,35.0,44.0
890,Robbery,2010-04-01,34.0,32.0,38.0,44.0
891,Robbery,2010-05-01,24.0,34.0,71.0,39.0
892,Robbery,2010-06-01,44.0,44.0,53.0,39.0
893,Robbery,2010-07-01,60.0,61.0,55.0,54.0
894,Robbery,2010-08-01,45.0,56.0,84.0,52.0
895,Robbery,2010-09-01,50.0,49.0,41.0,49.0
896,Robbery,2010-10-01,62.0,62.0,57.0,37.0
897,Robbery,2010-11-01,57.0,50.0,43.0,64.0
898,Robbery,2010-12-01,38.0,45.0,44.0,56.0
899,Robbery,2011-01-01,35.0,41.0,26.0,41.0
900,Robbery,2011-02-01,22.0,26.0,27.0,33.0
901,Robbery,2011-03-01,20.0,26.0,38.0,38.0
902,Robbery,2011-04-01,50.0,55.0,41.0,52.0
903,Robbery,2011-05-01,47.0,58.0,52.0,74.0
904,Robbery,2011-06-01,59.0,45.0,48.0,63.0
905,Robbery,2011-07-01,59.0,41.0,60.0,50.0
906,Robbery,2011-08-01,44.0,45.0,48.0,56.0
907,Robbery,2011-09-01,46.0,48.0,53.0,46.0
908,Robbery,2011-10-01,79.0,49.0,39.0,44.0
909,Robbery,2011-11-01,40.0,44.0,61.0,45.0
910,Robbery,2011-12-01,66.0,45.0,52.0,36.0
911,Robbery,2012-01-01,56.0,31.0,35.0,26.0
912,Robbery,2012-02-01,32.0,25.0,22.0,25.0
913,Robbery,2012-03-01,38.0,40.0,35.0,54.0
914,Robbery,2012-04-01,50.0,33.0,33.0,41.0
915,Robbery,2012-05-01,40.0,60.0,29.0,47.0
916,Robbery,2012-06-01,46.0,38.0,33.0,42.0
917,Robbery,2012-07-01,49.0,37.0,40.0,46.0
918,Robbery,2012-08-01,34.0,52.0,23.0,44.0
919,Robbery,2012-09-01,22.0,36.0,38.0,40.0
920,Robbery,2012-10-01,34.0,35.0,55.0,32.0
921,Robbery,2012-11-01,30.0,36.0,56.0,39.0
922,Robbery,2012-12-01,24.0,43.0,57.0,40.0
923,Robbery,2013-01-01,31.0,45.0,40.0,42.0
924,Robbery,2013-02-01,23.0,16.0,13.0,24.0
925,Robbery,2013-03-01,19.0,29.0,37.0,20.0
926,Robbery,2013-04-01,39.0,21.0,38.0,30.0
927,Robbery,2013-05-01,41.0,30.0,38.0,35.0
928,Robbery,2013-06-01,35.0,26.0,31.0,41.0
929,Robbery,2013-07-01,34.0,28.0,32.0,45.0
930,Robbery,2013-08-01,28.0,35.0,36.0,36.0
931,Robbery,2013-09-01,28.0,45.0,32.0,41.0
932,Robbery,2013-10-01,26.0,38.0,28.0,51.0
933,Robbery,2013-11-01,29.0,30.0,41.0,29.0
934,Robbery,2013-12-01,18.0,27.0,50.0,45.0
935,Robbery,2014-01-01,20.0,26.0,31.0,24.0
936,Robbery,2014-02-01,20.0,23.0,18.0,20.0
937,Robbery,2014-03-01,21.0,27.0,29.0,37.0
938,Robbery,2014-04-01,22.0,26.0,30.0,38.0
939,Robbery,2014-05-01,40.0,23.0,19.0,27.0
940,Robbery,2014-06-01,41.0,33.0,16.0,36.0
941,Robbery,2014-07-01,42.0,27.0,27.0,28.0
942,Robbery,2014-08-01,65.0,22.0,28.0,36.0
943,Robbery,2014-09-01,49.0,21.0,41.0,49.0
944,Robbery,2014-10-01,46.0,33.0,33.0,31.0
945,Robbery,2014-11-01,59.0,44.0,47.0,72.0
946,Robbery,2014-12-01,46.0,42.0,59.0,69.0
947,Robbery,2015-01-01,48.0,60.0,49.0,60.0
948,Robbery,2015-02-01,19.0,14.0,25.0,30.0
949,Robbery,2015-03-01,41.0,38.0,28.0,24.0
950,Robbery,2015-04-01,36.0,42.0,27.0,28.0
951,Robbery,2015-05-01,39.0,50.0,33.0,30.0
952,Robbery,2015-06-01,58.0,53.0,30.0,35.0
953,Robbery,2015-07-01,42.0,36.0,35.0,47.0
954,Robbery,2015-08-01,49.0,38.0,69.0,36.0
955,Robbery,2015-09-01,40.0,45.0,32.0,44.0
956,Robbery,2015-10-01,29.0,46.0,38.0,52.0
957,Robbery,2015-11-01,40.0,34.0,43.0,49.0
958,Robbery,2015-12-01,33.0,46.0,49.0,45.0
959,Robbery,2016-01-01,23.0,31.0,34.0,43.0
960,Robbery,2016-02-01,16.0,33.0,33.0,35.0
961,Robbery,2016-03-01,18.0,25.0,43.0,36.0
962,Robbery,2016-04-01,40.0,42.0,44.0,26.0
963,Robbery,2016-05-01,30.0,37.0,45.0,34.0
964,Robbery,2016-06-01,23.0,45.0,53.0,42.0
965,Robbery,2016-07-01,53.0,53.0,48.0,54.0
966,Robbery,2016-08-01,37.0,60.0,39.0,45.0
967,Robbery,2016-09-01,41.0,39.0,54.0,58.0
968,Robbery,2016-10-01,83.0,41.0,30.0,64.0
969,Robbery,2016-11-01,63.0,55.0,36.0,35.0
970,Robbery,2016-12-01,55.0,40.0,29.0,41.0
971,Robbery,2017-01-01,30.0,41.0,38.0,45.0
972,Robbery,2017-02-01,17.0,35.0,35.0,32.0
973,Robbery,2017-03-01,29.0,15.0,35.0,38.0
974,Robbery,2017-04-01,32.0,23.0,38.0,32.0
975,Robbery,2017-05-01,42.0,31.0,48.0,34.0
976,Robbery,2017-06-01,38.0,34.0,44.0,38.0
977,Robbery,2017-07-01,43.0,55.0,36.0,45.0
978,Robbery,2017-08-01,39.0,48.0,61.0,31.0
979,Robbery,2017-09-01,48.0,52.0,45.0,42.0
980,Robbery,2017-10-01,66.0,71.0,64.0,62.0
981,Robbery,2017-11-01,54.0,52.0,38.0,54.0
982,Robbery,2017-12-01,51.0,55.0,44.0,45.0
983,Robbery,2018-01-01,30.0,29.0,14.0,39.0
984,Robbery,2018-02-01,27.0,23.0,16.0,30.0
985,Robbery,2018-03-01,21.0,22.0,19.0,28.0
